title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,location,tags,url
西直门，金融街，交通大学，南北通透，全明格局，满五,555,万,76132元/㎡,3室1厅1卫,72.9,南北,高层(共6层),1992,交大东路31号院,海淀 交通大学 交大东路31号,热门小区 南北通透 优势户型,https://bj.58.com/ershoufang/4224335193759759x.shtml?auction=220&hpType=60&entry=102&position=20&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_20&from=from_esf_List_search&index=20
近商场，地铁，小区环境好绿化高楼栋间距广,570,万,60529元/㎡,2室1厅1卫,94.17,东北,低层(共26层),2005,苹果社区(南区),朝阳 双井 百子湾路32号,东北 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/4273857425170444x.shtml?auction=201&hpType=60&entry=102&position=21&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_21&from=from_esf_List_search&index=21
真！650萬，朝阳精装现房 3站到望京！温榆河畔！老湾河！,1400,万,51095元/㎡,4室2厅3卫,274,南北,,2023,朝阳一墅(新房),朝阳 望京 东苇路与金港南路交叉口约500米处,动静分离 大户型 车位充足,https://bj.58.com/ershoufang/3566054798121989x.shtml?auction=220&hpType=60&entry=102&position=22&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_22&from=from_esf_List_search&index=22
现房    ，77平2居，有燃气.临地铁.宋好礼澫元家电,248,万,32021元/㎡,2室2厅1卫,77.45,南北,,2021,合景寰汇公馆,通州 新华大街 滨河中路北段西侧100米东关一街2号院,购物中心 车位充足,https://bj.58.com/ershoufang/4289478538468357x.shtml?auction=201&hpType=60&entry=102&position=23&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_23&from=from_esf_List_search&index=23
双井百环家园2室1厅 满五年   诚意出售,449,万,46879元/㎡,2室1厅1卫,95.78,西南,高层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4249972836506630x.shtml?auction=201&hpType=60&entry=102&position=24&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_24&from=from_esf_List_search&index=24
双井百环家园3室1厅,555,万,44153元/㎡,3室1厅1卫,125.7,南,低层(共26层),2005,百环家园,朝阳 双井 广渠路66号,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4229924746779657x.shtml?auction=201&hpType=60&entry=102&position=25&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_25&from=from_esf_List_search&index=25
梨园桃花岛3室1厅   紧邻地铁7号线,225,万,27214元/㎡,3室1厅1卫,82.68,南北,低层(共6层),2008,桃花岛,通州 梨园 九棵树中路998号,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4323735805812748x.shtml?auction=201&hpType=60&entry=102&position=26&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_26&from=from_esf_List_search&index=26
亦庄天街万科金域东郡三居诚心出售,536,万,58843元/㎡,3室2厅1卫,91.09,南北,低层(共9层),2016,金域东郡,大兴 亦庄 四合路3号,南北 优势户型 价格优惠 随时可看,https://bj.58.com/ershoufang/4005021576817668x.shtml?auction=220&hpType=60&entry=102&position=27&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_27&from=from_esf_List_search&index=27
团结湖地铁站 西南北三居室 满五少税 有钥匙 随时看房 诚售,295,万,44116元/㎡,3室1厅1卫,66.87,西南,高层(共6层),1979,白家庄东里,朝阳 团结湖 姚家园路,西南 满五年 近地铁 多人关注,https://bj.58.com/ershoufang/3191400975819778x.shtml?auction=201&hpType=60&entry=102&position=28&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_28&from=from_esf_List_search&index=28
林肯公园 住宅  两居室 首付   起,505,万,54707元/㎡,2室1厅1卫,92.31,南北,低层(共20层),2010,林肯公园C区,大兴 亦庄 文化园西路8号,南北 近地铁,https://bj.58.com/ershoufang/3754649197110285x.shtml?auction=201&hpType=60&entry=102&position=29&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_29&from=from_esf_List_search&index=29
（新增急急急售 样板间装修！）一层   低迷洋房3居！,950,万,94453元/㎡,3室2厅2卫,100.58,南,低层(共6层),2017,世华龙樾四里,海淀 清河 前屯路,南 近地铁 车位充足 采光较好,https://bj.58.com/ershoufang/4262441826528257x.shtml?auction=201&hpType=60&entry=102&position=30&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_30&from=from_esf_List_search&index=30
（新上房源）亚运村 大屯里小区  东南向两室两厅  业主急售,400,万,47716元/㎡,2室2厅1卫,83.83,东南,低层(共28层),2003,大屯里小区(北区),朝阳 亚运村 北苑路,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3814144417295370x.shtml?auction=201&hpType=60&entry=102&position=31&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_31&from=from_esf_List_search&index=31
高楼层西向观国贸全景 复式两居室 动静分离 住宅小区天然气,390,万,30273元/㎡,3室1厅2卫,128.83,东西,高层(共36层),2001,SOHO现代城,朝阳 CBD 建国路88号,东西 满五年 近地铁,https://bj.58.com/ershoufang/4330698114362376x.shtml?auction=201&hpType=60&entry=102&position=32&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_32&from=from_esf_List_search&index=32
陶然亭西城永安路小区 电梯直达南向两居室 满五一套 看房方便,420,万,63111元/㎡,2室1厅1卫,66.55,南,低层(共16层),1981,永安路北小区,西城 虎坊桥 永安路北1-北6号,南 近地铁 热门小区 房东急售,https://bj.58.com/ershoufang/4330912271719424x.shtml?auction=220&hpType=60&entry=102&position=33&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_33&from=from_esf_List_search&index=33
富力惠兰美居 高楼层  南北通透 三居室 看房随时业主急售,280,万,26543元/㎡,3室1厅2卫,105.49,南北,高层(共18层),2016,富力惠兰美居(F区),通州 潞苑 朝阳北路,南北 满五年,https://bj.58.com/ershoufang/4331852647374858x.shtml?auction=201&hpType=60&entry=102&position=34&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_34&from=from_esf_List_search&index=34
红山郡 满五年 首付五十  必看三居室 边户明卫,220,万,25636元/㎡,3室1厅1卫,85.82,南北,低层(共21层),2009,红山郡,丰台 长辛店 鑫博西路4号,南北 满五年 多人关注,https://bj.58.com/ershoufang/4279831962098698x.shtml?auction=201&hpType=60&entry=102&position=35&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_35&from=from_esf_List_search&index=35
东四环 后现代城 拎包入住一居室,185,万,40722元/㎡,1室1厅1卫,45.43,北,高层(共20层),2008,后现代城(A区),朝阳 百子湾 百子湾路12号,北 近地铁 多人关注,https://bj.58.com/ershoufang/3438610380317709x.shtml?auction=201&hpType=60&entry=102&position=36&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_36&from=from_esf_List_search&index=36
中铁花溪渡 高楼层视野无遮挡 双卫格局 有电梯 板楼 精装修,288,万,21839元/㎡,3室2厅2卫,131.88,南北,高层(共15层),2015,中铁花溪渡,顺义 马坡 顺兴街9号,南北 满五年 采光较好 人气热搜,https://bj.58.com/ershoufang/3048222159723528x.shtml?auction=201&hpType=60&entry=102&position=37&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_37&from=from_esf_List_search&index=37
抢好房！龙湖别墅区！边户四叶草户型！洋房！随时可看！,808,万,35904元/㎡,4室2厅3卫,225.05,南北,中层(共8层),2010,龙湖花盛香醍,通州 梨园 半壁店大街,南北 有电梯 采光较好,https://bj.58.com/ershoufang/3048248553022478x.shtml?auction=201&hpType=60&entry=102&position=38&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_38&from=from_esf_List_search&index=38
望京集中供暖交通便捷南向采光好 精装修 商圈成熟随时能看,700,万,68440元/㎡,2室1厅1卫,102.28,南,低层(共26层),2010,上京新航线,朝阳 望京 望京北路,南 热门小区 满五 房东急售,https://bj.58.com/ershoufang/3568549903342599x.shtml?auction=220&hpType=60&entry=102&position=39&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_39&from=from_esf_List_search&index=39
西直门 交大大学东门 三居室 距离地铁四道口站 300,438,万,60298元/㎡,3室1厅1卫,72.64,东西,低层(共14层),2000,交大东路4号院,海淀 交通大学 交大东路4号,东西 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4301118428867593x.shtml?auction=201&hpType=60&entry=102&position=40&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_40&from=from_esf_List_search&index=40
258萬 五环精装现房 地铁100  一站可达草桥,312,万,35057元/㎡,2室2厅1卫,89,南北,,2026,首创禧悦兴城,大兴 观音寺 北京市大兴区地铁大兴新城站A口西侧约200米禧悦兴城,私密性好 厨卫全明 客餐厅相连 多轨交,https://bj.58.com/ershoufang/4282392767638542x.shtml?auction=220&hpType=60&entry=102&position=41&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_41&from=from_esf_List_search&index=41
龙跃苑东二区客厅挑高3 ，南北通透大落地窗,270,万,26476元/㎡,3室1厅1卫,101.98,南北,高层(共6层),2008,龙跃苑(东二区),昌平 回龙观 良庄西街,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/3699048327818253x.shtml?auction=201&hpType=60&entry=102&position=42&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_42&from=from_esf_List_search&index=42
甄选房源婚房 地铁南北两居 装修 南北通透 低楼层 直通地库,210,万,25620元/㎡,2室2厅1卫,81.97,南北,低层(共27层),2017,燕保祈东家园二期,朝阳 垡头 化工路,南北 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4047330957433858x.shtml?auction=201&hpType=60&entry=102&position=43&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_43&from=from_esf_List_search&index=43
苑 低楼层 精装南北两居室  临近地铁,296,万,41261元/㎡,2室1厅1卫,71.74,南北,低层(共6层),2000,黄金苑,朝阳 北苑 北苑路5号,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3952998424600588x.shtml?auction=201&hpType=60&entry=102&position=44&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_44&from=from_esf_List_search&index=44
百子湾金海国际南区3室1厅,610,万,42883元/㎡,3室1厅2卫,142.25,东南,高层(共23层),2005,金海国际,朝阳 百子湾 广渠路21号,东南 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4275691171487746x.shtml?auction=201&hpType=60&entry=102&position=45&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_45&from=from_esf_List_search&index=45
万年花城玫瑰碗(万年花城三期) 满五   商品住宅 商圈成熟,395,万,42773元/㎡,2室1厅1卫,92.35,东西,低层(共14层),2008,万年花城玫瑰碗(万年花城三期),丰台 玉泉营 芳菲路88号,东西 热门小区 近地铁 配套成熟,https://bj.58.com/ershoufang/4136874143149057x.shtml?auction=220&hpType=60&entry=102&position=46&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_46&from=from_esf_List_search&index=46
此房急售  国贸双井 首城国际 地铁口 复式 租金高,205,万,32618元/㎡,2室1厅2卫,62.85,北,中层(共16层),2013,首城国际,朝阳 双井 广渠路36号,北 满五年 近地铁 多人关注,https://bj.58.com/ershoufang/4018938777787396x.shtml?auction=201&hpType=60&entry=102&position=47&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_47&from=from_esf_List_search&index=47
前排三居室，正南正北，业主诚意卖，有车位，随时看房,990,万,56884元/㎡,3室2厅2卫,174.04,南北,低层(共31层),2007,世茂奥临花园,朝阳 北苑 清林路一号,南北 近地铁 绿化率高 采光较好,https://bj.58.com/ershoufang/4174656141503488x.shtml?auction=201&hpType=60&entry=102&position=48&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_48&from=from_esf_List_search&index=48
果园雅丽世居2室2厅,252,万,24362元/㎡,2室2厅1卫,103.44,南北,高层(共18层),2005,雅丽世居,通州 通州北苑 北苑南路38号,南北 满五年 近地铁,https://bj.58.com/ershoufang/3048231498686473x.shtml?auction=201&hpType=60&entry=102&position=49&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_49&from=from_esf_List_search&index=49
豆各庄青荷里南山园3室2厅,310,万,28962元/㎡,3室2厅1卫,107.04,南北,低层(共29层),2015,青荷里南山园,朝阳 豆各庄 天达路1号,南北 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4329781888670730x.shtml?auction=201&hpType=60&entry=102&position=50&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_50&from=from_esf_List_search&index=50
金成雅苑 满五   精装好房 商品房 次新房 带电梯,235,万,26575元/㎡,2室1厅1卫,88.43,东西,中层(共13层),2020,金成雅苑,顺义 后沙峪 裕庆路12号,东西 满五年 次新房,https://bj.58.com/ershoufang/4249834279181318x.shtml?auction=201&hpType=60&entry=102&position=51&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_51&from=from_esf_List_search&index=51
业主诚意出售 订房了 价格优惠,399,万,61385元/㎡,1室1厅1卫,65,西南,低层(共28层),2001,万科星园,朝阳 奥林匹克公园 安立路,西南 热门小区 近地铁 新上小区,https://bj.58.com/ershoufang/4333218973245449x.shtml?auction=220&hpType=60&entry=102&position=52&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_52&from=from_esf_List_search&index=52
有电梯 交通便捷 正规商品房 中间楼层 超低密度 双卫,580,万,35524元/㎡,3室2厅2卫,163.27,南北,中层(共10层),2011,香花畦家园,顺义 后沙峪 裕华路,南北 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4325080254536716x.shtml?auction=201&hpType=60&entry=102&position=53&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_53&from=from_esf_List_search&index=53
东城区 南二环 精装南北通透两居室 满屋   业主诚意出售,285,万,53341元/㎡,2室1厅1卫,53.43,南北,中层(共6层),1980,定安里,东城 永定门 定安路,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4164722770337807x.shtml?auction=201&hpType=60&entry=102&position=54&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_54&from=from_esf_List_search&index=54
北航南门 知春嘉园，东南北三居 高层无遮挡，视野开阔，精装修,799,万,76096元/㎡,3室1厅1卫,105,东南,高层(共19层),1998,知春嘉园,海淀 知春路 知春路,东南 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4285521530350605x.shtml?auction=201&hpType=60&entry=102&position=55&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_55&from=from_esf_List_search&index=55
