title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,district,business_area,location,tags,url,crawl_time
年底清盘210起慧通州运河商务核心地铁6号线运河西有燃气可贷,248,万,32021元/㎡,2室2厅1卫,77.45,南北,,2021,合景寰汇公馆,通州,新华大街,通州 新华大街 滨河中路北段西侧100米东关一街2号院,购物中心 车位充足,https://bj.58.com/ershoufang/3048261123955723x.shtml?auction=201&hpType=60&entry=102&position=18&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_18&from=from_esf_List_search&index=21,2025-11-28 12:20:42
新上！CBD华腾园东南两居 精装修  出行方便 带地下车位,480,万,54048元/㎡,2室1厅1卫,88.81,东南,低层(共28层),2000,华腾园,朝阳,劲松,朝阳 劲松 东三环南路54号,东南 热门小区 配套成熟 价格优惠,https://bj.58.com/ershoufang/4289607522967565x.shtml?auction=220&hpType=60&entry=102&position=19&kwtype=filter&now_time=1764303643&typecode=220&spread=filtersearch_c&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_19&from=from_esf_List_search&index=22,2025-11-28 12:20:42
单价5 买三环边全南两居 高层采光视野无遮挡 得房率82%,599,万,62396元/㎡,2室1厅1卫,96,南,低层(共26层),2005,苹果社区(南区),朝阳,双井,朝阳 双井 百子湾路32号,南 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/4227186041921551x.shtml?auction=201&hpType=60&entry=102&position=20&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_20&from=from_esf_List_search&index=23,2025-11-28 12:20:42
双井百环家园3室1厅,555,万,44153元/㎡,3室1厅1卫,125.7,南,低层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4229924746779657x.shtml?auction=201&hpType=60&entry=102&position=21&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_21&from=from_esf_List_search&index=24,2025-11-28 12:20:42
林肯公园两居室，次顶层,515,万,55484元/㎡,2室2厅1卫,92.82,南,高层(共28层),2014,林肯公园C区,大兴,亦庄,大兴 亦庄 文化园西路8号,南 近地铁,https://bj.58.com/ershoufang/3811077183774720x.shtml?auction=201&hpType=60&entry=102&position=22&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_22&from=from_esf_List_search&index=26,2025-11-28 12:20:42
东三环双井地铁口05年小区南向三居满五  商品房有钥匙随时看,573,万,45585元/㎡,3室1厅1卫,125.7,东南,低层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4241240930951180x.shtml?auction=201&hpType=60&entry=102&position=23&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_23&from=from_esf_List_search&index=27,2025-11-28 12:20:42
金域东郡 钥匙房 装修好 南北通透2居 满五   干净急售,370,万,49738元/㎡,2室1厅1卫,74.39,南北,低层(共28层),2016,金域东郡,大兴,亦庄,大兴 亦庄 四合路3号,南北 满五年,https://bj.58.com/ershoufang/4337552345000974x.shtml?auction=201&hpType=60&entry=102&position=24&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_24&from=from_esf_List_search&index=28,2025-11-28 12:20:42
聚焦好房 奥森旁 南向二居室 户型方正 视野好,578,万,68282元/㎡,2室2厅1卫,84.65,南,高层(共19层),2008,上元君庭,朝阳,奥林匹克公园,朝阳 奥林匹克公园 安立路28号,南 价格优惠 随时可看,https://bj.58.com/ershoufang/3048214309150727x.shtml?auction=220&hpType=60&entry=102&position=25&kwtype=filter&now_time=1764303643&typecode=220&spread=filtersearch_c&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_25&from=from_esf_List_search&index=29,2025-11-28 12:20:42
3XX望京新城东南向两居不临街看小区里中高层采光好，满五,358,万,39898元/㎡,2室1厅1卫,89.73,东南,中层(共30层),1997,望京西园四区,朝阳,望京,朝阳 望京 阜通西大街,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3957156673789962x.shtml?auction=201&hpType=60&entry=102&position=26&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_26&from=from_esf_List_search&index=30,2025-11-28 12:20:42
必卖好房东坝坝鑫家园23年新楼户型方正全南1居落地窗大阳台,188,万,33352元/㎡,1室1厅1卫,56.37,南,中层(共21层),2023,坝鑫家园,朝阳,东坝,朝阳 东坝 单店西路2号,南 有电梯 近地铁 次新房,https://bj.58.com/ershoufang/4336144206785543x.shtml?auction=201&hpType=60&entry=102&position=27&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_27&from=from_esf_List_search&index=31,2025-11-28 12:20:42
明星楼盘，繁华商圈（优选|可议价）三里屯S H 品质社区！,850,万,60715元/㎡,2室1厅2卫,140,东,中层(共26层),2010,三里屯SOHO公寓,朝阳,三里屯,朝阳 三里屯 工人体育场北路8号,东 近地铁,https://bj.58.com/ershoufang/3827027139472384x.shtml?auction=201&hpType=60&entry=102&position=28&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_28&from=from_esf_List_search&index=32,2025-11-28 12:20:42
垡头祈东家园一期3室1厅,245,万,25828元/㎡,3室1厅1卫,94.86,南北,低层(共28层),2017,燕保祈东家园(一期),朝阳,垡头,朝阳 垡头 化工路,南北 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4251459178880004x.shtml?auction=201&hpType=60&entry=102&position=29&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_29&from=from_esf_List_search&index=33,2025-11-28 12:20:42
百子湾沿海赛洛城四期1室1厅,200,万,32227元/㎡,1室1厅1卫,62.06,西,中层(共24层),2011,沿海赛洛城(南区),朝阳,百子湾,朝阳 百子湾 广渠东路33号,西 满五年 近地铁,https://bj.58.com/ershoufang/4268221988760588x.shtml?auction=201&hpType=60&entry=102&position=30&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_30&from=from_esf_List_search&index=34,2025-11-28 12:20:42
万达富力金禧花园2室2厅，南北通透，高楼层，通风采光好,485,万,54667元/㎡,2室1厅1卫,88.72,南北,高层(共27层),2015,富力金禧花园,通州,新华大街,通州 新华大街 新华南路,南北通透 满五 价格优惠,https://bj.58.com/ershoufang/3795791062966274x.shtml?auction=220&hpType=60&entry=102&position=31&kwtype=filter&now_time=1764303643&typecode=220&spread=filtersearch_c&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_31&from=from_esf_List_search&index=35,2025-11-28 12:20:42
急 536起拍 奥森林奥嘉园 127平 单价4.2万,635,万,50075元/㎡,3室2厅2卫,126.81,南北,高层(共27层),2015,林奥嘉园,朝阳,北苑,朝阳 北苑 清林东路,南北 满五年 近地铁,https://bj.58.com/ershoufang/4337598469447692x.shtml?auction=201&hpType=60&entry=102&position=32&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_32&from=from_esf_List_search&index=36,2025-11-28 12:20:42
万达富力金禧花园2室2厅,385,万,43259元/㎡,2室2厅1卫,89,西北,中层(共22层),2012,富力金禧花园,通州,新华大街,通州 新华大街 新华南路,西北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4209192391941126x.shtml?auction=201&hpType=60&entry=102&position=33&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_33&from=from_esf_List_search&index=37,2025-11-28 12:20:42
小区总价  两居！我对接业主 诚意出售 价格可谈 随时看房,549,万,63704元/㎡,2室2厅1卫,86.18,南北,低层(共21层),2005,新纪家园,朝阳,太阳宫,朝阳 太阳宫 太阳宫中路,南北 满五年 近地铁 多人关注,https://bj.58.com/ershoufang/4310613211573255x.shtml?auction=201&hpType=60&entry=102&position=34&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_34&from=from_esf_List_search&index=38,2025-11-28 12:20:42
新宫 御槐园 交通便捷 南北通透 近地铁 集中供暖 房龄新,188,万,21861元/㎡,2室1厅1卫,86,南北,低层(共16层),2016,御槐园,丰台,新宫,丰台 新宫 槐房路,南北 满五年 近地铁,https://bj.58.com/ershoufang/4337488517570568x.shtml?auction=201&hpType=60&entry=102&position=35&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_35&from=from_esf_List_search&index=39,2025-11-28 12:20:42
新宫地铁房 南庭新苑南区2居室 高楼层,199,万,28875元/㎡,2室1厅1卫,68.92,南北,高层(共15层),2009,南庭新苑南区,丰台,新宫,丰台 新宫 槐房西路,南北 近地铁 采光较好 多人关注,https://bj.58.com/ershoufang/4319616054111234x.shtml?auction=201&hpType=60&entry=102&position=36&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_36&from=from_esf_List_search&index=40,2025-11-28 12:20:42
白家庄东里，楼龄新，近地铁，1995年电梯,323,万,51442元/㎡,2室1厅1卫,62.79,东南,中层(共12层),1995,白家庄东里,朝阳,团结湖,朝阳 团结湖 姚家园路,东南 热门小区 价格优惠 随时可看,https://bj.58.com/ershoufang/3376465648213002x.shtml?auction=220&hpType=60&entry=102&position=37&kwtype=filter&now_time=1764303643&typecode=220&spread=filtersearch_c&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_37&from=from_esf_List_search&index=41,2025-11-28 12:20:42
双地铁 全明大三居 精装 户型方正餐客分离,315,万,24079元/㎡,3室2厅2卫,130.82,南北,高层(共6层),2008,龙锦苑东五区,昌平,霍营,昌平 霍营 龙锦三街,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4336346667801603x.shtml?auction=201&hpType=60&entry=102&position=38&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_38&from=from_esf_List_search&index=42,2025-11-28 12:20:42
亚运村新荣家园2室1厅,650,万,58229元/㎡,2室1厅1卫,111.63,西南,高层(共27层),2000,新荣家园,朝阳,亚运村,朝阳 亚运村 大屯北路,西南 满五年 近地铁 绿化率高,https://bj.58.com/ershoufang/4303486344797184x.shtml?auction=201&hpType=60&entry=102&position=39&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_39&from=from_esf_List_search&index=43,2025-11-28 12:20:42
天通苑西三区新上两居室 满五   看房方便 业主诚售,210,万,24762元/㎡,2室1厅1卫,84.81,西,低层(共32层),2003,天通西苑三区,昌平,天通苑,昌平 天通苑 立汤路,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4029366847757323x.shtml?auction=201&hpType=60&entry=102&position=40&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_40&from=from_esf_List_search&index=44,2025-11-28 12:20:42
北七家龙冠冠华苑萱草园2室2厅,185,万,21018元/㎡,2室2厅2卫,88.02,南北,低层(共11层),2018,龙冠冠华苑萱草园,昌平,北七家,昌平 北七家 定泗路103号,南北 满五年 采光较好 多人关注,https://bj.58.com/ershoufang/4123789832559616x.shtml?auction=201&hpType=60&entry=102&position=41&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_41&from=from_esf_List_search&index=45,2025-11-28 12:20:42
友谊医院1000 ，华龙小区，中间层三居，南北通透，满五,218,万,22554元/㎡,3室1厅1卫,96.66,南北,中层(共6层),1998,龙旺庄小区,通州,潞苑,通州 潞苑 芙蓉东路,南北 满五年 绿化率高 采光较好,https://bj.58.com/ershoufang/4019322146167812x.shtml?auction=201&hpType=60&entry=102&position=42&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_42&from=from_esf_List_search&index=46,2025-11-28 12:20:42
万年花城三期 商品房满五  ，近地铁，配套设施齐全,395,万,42773元/㎡,2室1厅1卫,92.35,东西,低层(共14层),2006,万年花城玫瑰碗(万年花城三期),丰台,玉泉营,丰台 玉泉营 芳菲路88号,东西 热门小区 近地铁 配套成熟,https://bj.58.com/ershoufang/4136874143149057x.shtml?auction=220&hpType=60&entry=102&position=43&kwtype=filter&now_time=1764303643&typecode=220&spread=filtersearch_c&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_43&from=from_esf_List_search&index=47,2025-11-28 12:20:42
天通西苑二区 新上东西双卫板楼大两居 出行方便 近地铁,308,万,22583元/㎡,2室2厅2卫,136.39,东西,低层(共13层),2003,天通西苑二区,昌平,天通苑,昌平 天通苑 立汤路,东西 房东发布 满五年 近地铁,https://bj.58.com/ershoufang/4166423343094795x.shtml?auction=201&hpType=60&entry=102&position=44&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_44&from=from_esf_List_search&index=48,2025-11-28 12:20:42
南二环.开阳里三区.精装修电梯房有钥匙.出小区即到景风门地铁,450,万,49181元/㎡,2室2厅1卫,91.5,东,高层(共22层),2003,开阳里三区,丰台,右安门,丰台 右安门 开阳里三街,东 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4204658627272710x.shtml?auction=201&hpType=60&entry=102&position=45&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_45&from=from_esf_List_search&index=49,2025-11-28 12:20:42
好房急售 十里周家庄中路19号院 小区新 精装 大两房,302,万,34013元/㎡,2室1厅1卫,88.79,南北,中层(共28层),2014,周家庄中路19号院,朝阳,十里河,朝阳 十里河 西大望南路,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4331859429679117x.shtml?auction=201&hpType=60&entry=102&position=46&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_46&from=from_esf_List_search&index=50,2025-11-28 12:20:42
北苑望春园 2010年交房入住 南北全明两居  交易仅,439,万,45170元/㎡,2室1厅1卫,97.19,南北,低层(共25层),2010,望春园,朝阳,北苑,朝阳 北苑 锦芳北街,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/3806908243731469x.shtml?auction=201&hpType=60&entry=102&position=47&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_47&from=from_esf_List_search&index=51,2025-11-28 12:20:42
前排三居室，正南正北，业主诚意卖，有车位，随时看房,990,万,56884元/㎡,3室2厅2卫,174.04,南北,低层(共31层),2007,世茂奥临花园,朝阳,北苑,朝阳 北苑 清林路一号,南北 近地铁 绿化率高 采光较好,https://bj.58.com/ershoufang/4174656141503488x.shtml?auction=201&hpType=60&entry=102&position=48&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_48&from=from_esf_List_search&index=52,2025-11-28 12:20:42
万科物业推荐好房  万科星园西南一居出售观景奥森,399,万,61197元/㎡,1室2厅1卫,65.2,西南,低层(共28层),2004,万科星园,朝阳,奥林匹克公园,朝阳 奥林匹克公园 安立路,西南 热门小区 满五 房东急售,https://bj.58.com/ershoufang/4325150263009281x.shtml?auction=220&hpType=60&entry=102&position=49&kwtype=filter&now_time=1764303643&typecode=220&spread=filtersearch_c&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_49&from=from_esf_List_search&index=53,2025-11-28 12:20:42
新上    单价2.5万十号线宋家庄大两居采光好满五诚心卖,180,万,26746元/㎡,2室1厅1卫,67.3,东北,高层(共6层),1996,石榴园北里小区,丰台,石榴庄,丰台 石榴庄 光彩路26号,东北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4238461465468930x.shtml?auction=201&hpType=60&entry=102&position=50&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_50&from=from_esf_List_search&index=54,2025-11-28 12:20:42
1室2厅1卫1厨1阳,638,万,79661元/㎡,1室2厅1卫,80.09,南北,中层(共25层),2019,富力城(D区),朝阳,双井,朝阳 双井 东三环中路35号,南北 近地铁,https://bj.58.com/ershoufang/3048213009080322x.shtml?auction=201&hpType=60&entry=102&position=51&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_51&from=from_esf_List_search&index=55,2025-11-28 12:20:42
长椿街，木樨地，金融街，西便门，低楼层适合一家人居住,299,万,60822元/㎡,2室1厅1卫,49.16,南北,低层(共6层),1989,西便门西里小区,西城,西便门,西城 西便门 西便门西里,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4298293158718474x.shtml?auction=201&hpType=60&entry=102&position=52&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_52&from=from_esf_List_search&index=56,2025-11-28 12:20:42
